Topic,Count,Name,Representation,Representative_Docs,Total
456,23,456_tail_tail class_lt_tailed,"['tail', 'tail class', 'lt', 'tailed', 'head class', 'imagenet lt', 'ltvrr', 'inaturalist', 'eql', 'cifar lt']","['generalization gap long tail data set largely owe category occupy training sample decouple train achieves well performance train backbone classifier separately cause poor performance end end model train e g logits margin base method work identify key factor affect learn classifier channel correlate feature low entropy inputting classifier perspective information theory analyze cross entropy loss tend produce highly correlate feature imbalanced data addition theoretically analyze prove impact gradient classifier weight condition number hessian logits margin base approach therefore firstly propose use channel whiten decorrelate scatter classifier input decouple weight update reshaping skew decision boundary achieves satisfactory result combine logits margin base method however number minor class large batch imbalance participation training cause fit major class also propose two novel module block base relatively balanced batch sampler b r batch embed training bet solve problem make end end training achieve even good performance decouple training experimental result long tailed classification benchmark cifar lt imagenet lt demonstrate effectiveness method', 'real world data predominantly unbalance long tailed deep model struggle recognize rare class presence frequent class often class accompanied side information like textual description fully clear use learn unbalanced long tail data description mostly use generalize zero shot learn zsl suggest zsl class description may also useful long tail distribution describe dragon late fusion architecture long tail learn class descriptor learn correct bias towards head class sample sample basis fuse information class description improve tail class accuracy also introduce new benchmark cub lt sun lt awa lt long tail learn class description build exist learn attribute datasets version imagenet lt class descriptor dragon outperforms state art model new benchmark also new sota exist benchmark gfsl class descriptor gfsl standard vision long tail learning imagenet lt cifar place', 'real world data often long tailed open end distribution practical recognition system must classify among majority minority class generalize know instance acknowledge novelty upon never see instance define open long tailed recognition oltr learn naturally distribute data optimize classification accuracy balance test set include head tail open class oltr must handle imbalanced classification shot learn open set recognition one integrate algorithm whereas exist classification approach focus one aspect deliver poorly entire class spectrum key challenge share visual knowledge head tail class reduce confusion tail open class develop integrate oltr algorithm map image feature space visual concept easily relate base learned metric respect close world classification acknowledge novelty open world call dynamic meta embed combine direct image feature associate memory feature feature norm indicate familiarity know class three large scale oltr datasets curate object centric imagenet scene centric place face centric m data method consistently outperform state art code datasets model enable future oltr research publicly available http liuziwei github io project longtail html']",80265
457,23,457_admm_block admm_direction multiplier_alternate direction,"['admm', 'block admm', 'direction multiplier', 'alternate direction', 'dladmm', 'cdl', 'stationary aa', 'multiplier admm', 'stochastic admm', 'spider admm']","['paper propose faster stochastic alternate direction method multiplier admm nonconvex optimization use new stochastic path integrate differential estimator spider call spider admm moreover prove spider admm achieve record break incremental first order oracle ifo complexity mathcal n n epsilon find epsilon approximate stationary point improve deterministic admm factor mathcal n n denote sample size one major contribution paper provide new theoretical analysis framework nonconvex stochastic admm method provide optimal ifo complexity base new analysis framework study unsolved optimal ifo complexity exist non convex svrg admm saga admm method prove optimal ifo complexity mathcal n n epsilon thus spider admm improve exist stochastic admm method factor mathcal n moreover extend spider admm online set propose faster online spider admm theoretical analysis show online spider admm ifo complexity mathcal epsilon frac improve exist best result factor mathcal epsilon frac finally experimental result benchmark datasets validate propose algorithm faster convergence rate exist admm algorithm nonconvex optimization', 'alternate direction method multiplier admm day gain tremendous attention solve large scale machine learn signal processing problem due relative simplicity however two block structure classical admm still limit size real problem solve one force two block structure variable splitting convergence speed slow greatly observed practice recently randomly assemble cyclic multi block admm rac mbadmm develop author solve general convex nonconvex quadratic optimization problem number block go great two sub problem small size solve much efficiently paper apply method solve select machine learn problem related convex quadratic optimization linear regression lasso elastic net svm prove algorithm would converge expectation linearly standard statistical data assumption use general purpose solver conduct multiple numerical test solve synthetic large scale bench mark problem result show rac mbadmm could significantly outperform solution time quality optimization algorithm code solve machine learn problem match performance best tailor method glmnet libsvm certain problem region rac mbadmm even achieve superior performance tailor method', 'convolutional dictionary learning cdl sparsifying cdl many application image processing computer vision grow interest develop efficient algorithm cdl mostly rely augment lagrangian al method variant alternate direction method multiplier admm parameter properly tune al method show fast convergence cdl however parameter tune process trivial due data dependence practice convergence al method depend al parameter nonconvex cdl problem moderate problem paper propose new practically feasible convergent block proximal gradient method use majorizer bpg cdl bpg base cdl investigated different block update scheme majorization matrix design accelerate incorporate momentum coefficient formula restart technique method investigated incorporate boundary artifact removal generally sample operator learn model numerical experiment show without need parameter tune process propose bpg approach converge stably desirable solution lower objective value exist state art admm algorithm memory efficient variant compare admm approach bpg method use multi block update scheme particularly useful single thread cdl algorithm handle large datasets due low memory requirement polynomial computational complexity image denoising experiment show relatively strong additive white gaussian noise filter learn bpg base cdl outperform train admm approach']",80265
458,23,458_image translation_translation_image image_unpaired,"['image translation', 'translation', 'image image', 'unpaired', 'unsupervised image', 'asymmetricgan', 'unpaired image', 'image domain', 'domain image', 'style code']","['image image translation subset computer vision pattern recognition problem goal learn map input image domain mathbf x output image domain mathbf x current method use neural network encoder decoder structure learn map g mathbf x mathbf x distribution image mathbf x g mathbf x identical g mathbf x g f g mathbf x f g cdot refer encoder g cdot refer decoder currently method also compute inverse mapping f mathbf x mathbf x use separate encoder decoder pair f f f mathbf x least separate decoder f cdot introduce method perform cross domain image image translation across multiple domain use single encoder decoder architecture use auto encoder network give input image mathbf x first compute latent domain encode z f mathbf x latent content encode z c f c mathbf x domain encode z content encode z c independent decoder network g z z c create reconstruction original image mathbf widehat x g z z c approx mathbf x ideally domain encode z contain information regard content image content encode z c contain information regard domain image use property encoding find mapping across domain g x simply change domain encode z decoder input g mathbf x f mathbf x f c mathbf x mathbf x th observation mathbf x', 'paper revisit image image translation problem transition consistency namely consistency define conditional data map data pair explicitly parameterizing data mapping transition variable e x overset x mapsto discover exist translation model mainly focus maintain consistency result e g image reconstruction attribute prediction name result consistency paper restrict generalization ability generate satisfactory result unseen transition test phase consequently propose enforce result consistency transition consistency translation benefit problem closer consistency input output benefit generalization ability translation model propose transition encode facilitate explicit regularization two kind consistency unseen transition generalize explicitly regularize consistency distribution level thus facilitate generalize overall consistency translation problem design propose model name transition encode gan tegan poss superb generalization ability generate realistic semantically consistent translation result unseen transition test phase also provide unified understand exist gan base transition model explicitly model data map e transition experiment four different translation task demonstrate efficacy generality tegan', 'state art model unpaired image image translation generative adversarial network gans learn map source domain target domain use cycle consistency loss intuition behind model translate one domain back arrive start however exist method always adopt symmetric network architecture learn forward backward cycle task complexity cycle input difference source target image domains inequality bidirectional forward backward cycle translation significant amount information two domain different paper analyze limitation exist symmetric gan model asymmetric translation task propose asymmetricgan model translation reconstruction generator unequal sizes different parameter share strategy adapt asymmetric need unsupervised supervised image image translation task moreover train stage exist method common problem model collapse degrades quality generate image thus explore different optimization loss well train asymmetricgan thus make image image translation high consistency well stability extensive experiment supervise unsupervised generative task several publicly available datasets demonstrate propose asymmetricgan achieves superior model capacity good generation performance compare exist gan model best knowledge first investigate asymmetric gan framework unsupervised supervised image image translation task source code data train model available https github com ha tang asymmetricgan']",80265
459,23,459_face mask_social distancing_distancing_mask,"['face mask', 'social distancing', 'distancing', 'mask', 'social distance', 'wear', 'mask face', 'mask wear', 'wear mask', 'face']","['covid pandemic raise problem adapt face recognition system new reality people may wear surgical mask cover nose mouths traditional data set e g celeba casia webface use train system release pandemic seem unsuited due lack examples people wear mask propose method enhance data set contain face without mask create synthetic mask overlay face original image method relies sparkar studio developer program make facebook used create instagram face filter approach use mask different color shape fabric employ method generate number sample mask casia webface data set mask celeba data set release mask image https github com securifai mask face show method produce significantly realistic training example mask overlay face ask volunteer qualitatively compare method data set design task also demonstrate usefulness method evaluate state art face recognition system facenet vgg face arcface train enhanced data set show outperform equivalent system train original data set contain face without mask compete data set contain mask generate related method test benchmark contain masked face', 'social distancing temperature screen widely employ counteract covid pandemic spark great interest academia industry public administration worldwide solution deal aspect separately combination would greatly benefit continuous monitor public space help trigger effective countermeasure work present millitrace ir joint mmwave radar infrared image sense system perform unobtrusive privacy preserve human body temperature screen contact trace indoor space millitrace ir combine via robust sensor fusion approach mmwave radar infrared thermal camera achieve fully automate measurement distance body temperature jointly track subject face thermal camera image plane human motion radar reference system moreover millitrace ir performs contact trace person high body temperature reliably detect thermal camera sensor subsequently trace across large indoor area non invasive way radar enter new room subject identify among several individual compute gait relate feature radar reflection deep neural network use weighted extreme learn machine final identification tool experimental result obtain real implementation millitrace ir demonstrate decimeter level accuracy distance trajectory estimation inter personal distance estimation effective subject get close accurate temperature monitoring max error deg c furthermore millitrace ir provide contact trace highly accurate person identification less second', 'social distancing recommend solution world health organisation minimise spread covid public place majority government national health authority set meter physical distance mandatory safety measure shop centre school cover area research develop hybrid computer vision yolov base deep neural network model automate people detection crowd indoor outdoor environment use common cctv security camera propose dnn model combination adapt inverse perspective mapping ipm technique sort track algorithm lead robust people detection social distancing monitor model train two comprehensive datasets time research microsoft common object context m coco google open image datasets system evaluate oxford town centre dataset superior performance compare three state art method evaluation conduct challenging condition include occlusion partial visibility light variation mean average precision real time speed fps also provide online infection risk assessment scheme statistical analysis spatio temporal data people move trajectory rate social distancing violation develop model generic accurate people detection track solution apply many field autonomous vehicle human action recognition anomaly detection sport crowd analysis research area human detection centre attention']",80265
460,23,460_influenza_ili_epidemic_flu,"['influenza', 'ili', 'epidemic', 'flu', 'flu forecast', 'epidemic forecasting', 'epifnp', 'influenza like', 'like illness', 'influenza prediction']","['influenza like illness ili place heavy social economic burden society traditionally ili surveillance data update weekly provide spatially coarse resolution produce timely reliable high resolution spatiotemporal forecast ili crucial local preparedness optimal intervention present tdefsi theory guide deep learn base epidemic forecasting synthetic information epidemic forecasting framework integrate strengths deep neural network high resolution simulation epidemic process network tdefsi yield accurate high resolution spatiotemporal forecast use low resolution time series data train phase tdefsi use high resolution simulation epidemic explicitly model spatial social heterogeneity inherent urban region one component training data train two branch recurrent neural network model take within season season low resolution observation feature output high resolution detail forecast result forecast driven observe data also capture intricate social demographic geographic attribute specific urban region mathematical theory disease propagation network focus forecast incidence ili evaluate tdefsi performance use synthetic real world test datasets state county level usa result show state level method achieve comparable good performance several state art method county level tdefsi outperforms method propose method apply infectious disease well', 'epidemic influenza major public health concern since influenza prediction always rely weekly clinical laboratory surveillance data typically weekly influenza like illness ili rate series accurate multi step ahead influenza prediction use ili series great importance especially potential come influenza outbreak study proposes comprehensive learn particle swarm optimization base machine learn clpso ml framework incorporate support vector regression svr multilayer perceptron mlp multi step ahead influenza prediction comprehensive examination comparison performance potential three commonly use multi step ahead prediction model strategy include iterated strategy direct strategy multiple input multiple output mimo strategy conduct use weekly ili rate series southern northern china result show mimo strategy achieve best multi step ahead prediction potentially adaptive long horizon iterate strategy demonstrate special potential derive least time difference occurrence predict peak value true peak value influenza outbreak ili northern china svr model implement mimo strategy performs best svr iterate strategy also show remarkable performance especially outbreak period ili southern china svr mlp model mimo strategy competitive prediction performance', 'seasonal influenza infect million people united state every year overburden hospital week peak incidence name cdc important tool fight damage effect epidemic accurate forecast influenza influenza like illness ili forewarn public health official seasonal influenza outbreak hit hard multi model ensemble forecast weight combination component model show positive result forecast ensemble forecast influenza outbreaks static training past ili data begin season generate set optimal weight model ensemble keep weight constant propose adaptive ensemble forecast change model weight week week throughout influenza season ii need current influenza season data make prediction iii introduce prior distribution shrink weight toward reference equal weighting approach adjust observe ili percentage subject future revision investigate prior ability impact adaptive ensemble performance find optimal prior via cross validation approach compare adaptive ensemble performance equal weight static ensemble apply forecast short term ili incidence regional national level u adaptive model outperforms naive equal weight ensemble similar good performance static ensemble require multiple year train data adaptive ensemble able quickly train forecast epidemic provide practical tool public health official look forecast conform unique feature specific season']",80265
461,22,461_charge_ev_charge station_evs,"['charge', 'ev', 'charge station', 'evs', 'electric vehicle', 'electric', 'charge infrastructure', 'charge demand', 'vehicle ev', 'charger']","['electric vehicle ev become preferable choice modern transportation system due environmental energy sustainability however many large city ev driver often fail find proper spot charge limited charging infrastructure spatiotemporally unbalanced charge demand indeed recent emergence deep reinforcement learn provide great potential improve charge experience various aspect long term horizon paper propose framework name multi agent spatio temporal reinforcement learn master intelligently recommend public accessible charge station jointly consider various long term spatiotemporal factor specifically regard charge station individual agent formulate problem multi objective multi agent reinforcement learn task first develop multi agent actor critic framework centralize attentive critic coordinate recommendation geo distribute agent moreover quantify influence future potential charge competition introduce delay access strategy exploit knowledge future charge competition training effectively optimize multiple learn objective extend centralize attentive critic multi critic develop dynamic gradient weight strategy adaptively guide optimization direction finally extensive experiment two real world datasets demonstrate master achieves best comprehensive performance compare nine baseline approach', 'new city commit promote electric vehicle evs significant plan public charge infrastructure charge demand high however difficult predict charge demand actual deployment ev charger lack operational data result deadlock direct idea leverage urban transfer learn paradigm learn knowledge source city exploit predict charge demand meanwhile determine location amount slow fast charger charge station target city however demand prediction charger plan depend require train prediction model eliminate negative transfer city vary charger plan lead unacceptable time complexity end propose concept effective solution simultaneous demand prediction plan spap discriminative feature extract multi source data feed attention base spatial temporal city domain adaptation network ast cdan cross city demand prediction novel transfer iterative optimization tio algorithm design charger plan iteratively utilize ast cdan charger plan fine tune algorithm extensive experiment real world datasets collect three city china validate effectiveness efficiency spap specially spap improves revenue compare real world charger deployment', 'global electric car sale continue exceed expectation climb million reach market share however uncertainty generation cause high penetration renewable energy advent electrical vehicle ev additional electricity demand could cause strain power system distribution transmission level demand response aggregation load control enable great grid stability great penetration renewable energy grid present work fit context support charge optimization ev parking premise assume incumbent high penetration ev system propose methodology predict estimation park duration share parking premise objective estimate energy requirement specific parking lot evaluate optimal ev charge schedule integrate schedule smart controller formalize prediction problem supervise machine learn task predict duration park event car leave slot predict duration feed energy management system allocate power duration reduce overall peak electricity demand structure experiment inspire two research question aim discover accuracy propose machine learn approach relevant feature prediction model experiment different algorithm feature combination datasets different campus facility italy brazil use contextual time day feature overall result model show high accuracy compare statistical analysis base frequency indicate viable route development accurate predictor share parking premise energy management system']",80265
462,22,462_pareto_moo_multi objective_objective optimization,"['pareto', 'moo', 'multi objective', 'objective optimization', 'optimization moo', 'conflict objective', 'pareto optimal', 'conflict', 'pymoo', 'multiple objective']","['multi task learn mtl well establish paradigm train deep neural network model multiple correlated task often task objective conflict require trade offs model building case mtl model use gradient base multi objective optimization moo find one pareto optimal solution common requirement mtl application find exact pareto optimal epo solution satisfies user preference respect task specific objective function improve model generalization various constraint weight may need enforce train address requirement challenge require search direction allow descent towards pareto front also towards input preference within constraint impose manner scale high dimensional gradient design theoretically analyze search direction develop first scalable algorithm theoretical guarantee convergence find epo solution include box equality constraint impose unique method combine multiple gradient descent carefully control ascent traverse pareto front principled manner make robust initialization also facilitate systematic exploration pareto front utilize approximate pareto front multi criterion decision make empirical result show algorithm outperforms compete method benchmark mtl datasets moo problem', 'multi objective optimization moo problem prevalent machine learn problem set optimal solution call pareto front point front represent different trade possibly conflict objective recent moo method target specific desired ray loss space however approach still face two grave limitation separate model train point front ii exact trade must know optimization process tackle problem learn entire pareto front capability select desire operating point front train call new setup pareto front learn pfl describe approach pfl implement use hypernetworks term pareto hypernetworks phns phn learns entire pareto front simultaneously use single hypernetwork receives input desire preference vector return pareto optimal model whose loss vector desire ray unified model runtime efficient compare training multiple model generalize new operating point use train evaluate method wide set problem multi task regression classification fairness phns learn entire pareto front roughly time learn single point front time reach good solution set furthermore show phns scale generate large model like resnet pfl open door new application model select base preference available run time', 'classification recommendation rank problem often involve compete goal additional constraint e g satisfy fairness diversity criterion optimization problem quite challenge often involve non convex function along consideration user preference balance trade offs pareto solution represent optimal frontier jointly optimize multiple compete objective major obstacle frequently use linear scalarization strategy result optimization problem might always converge global optimum furthermore method return one solution point per run pareto solution set subset global optimum multiple run different trade choice therefore pareto front guaranteed multiple run linear scalarization problem run converge respective global optimum consequently extract pareto front practical problem computationally intractable substantial computational overhead limit scalability reduce accuracy propose robust low cost two stage hybrid neural pareto optimization approach accurate scale compute space time data dimension well number function constraint first stage neural network efficiently extract weak pareto front use fritz john condition discriminator assumption convexity objectives constraint second stage efficient pareto filter extract strong pareto optimal subset give weak front stage fritz john condition provide u theoretical bound approximation error true network extract weak pareto front numerical experiment demonstrate accuracy efficiency canonical set benchmark problem fairness optimization task prior work']",80265
463,22,463_hindsight experience_hindsight_virtual goal_hgg,"['hindsight experience', 'hindsight', 'virtual goal', 'hgg', 'experience replay', 'mher', 'replay', 'multi goal', 'hindsight goal', 'sparse reward']","['hindsight experience replay multi goal reinforcement learn algorithm sparse reward function algorithm treat every failure success alternative virtual goal achieve episode virtual goal randomly select irrespective instructive agent paper present two improvement exist algorithm first prioritize virtual goal agent learn valuable information call property instructiveness virtual goal define heuristic measure express well agent able generalize virtual goal actual goal secondly reduce exist bias removal misleading sample test algorithms build two challenge environment sparse reward function empirical result environment show vast improvement final success rate sample efficiency compare original algorithm video show experimental result available https youtu czwfk nfps', 'reinforcement learn algorithms hindsight experience replay hindsight goal generation hgg able solve challenge robotic manipulation task multi goal setting sparse reward achieves train success hindsight replay past experience heuristic goal performs challenge task goal difficult explore hgg enhances select intermediate goal easy achieve short term promise lead target goal long term guide exploration make hgg applicable task target goal far away object initial position however hgg applicable manipulation task obstacle euclidean metric use hgg accurate distance metric environment paper propose graph base hindsight goal generation g hgg extension hgg select hindsight goal base short distance obstacle avoid graph discrete representation environment evaluate g hgg four challenge manipulation task obstacles significant enhancement sample efficiency overall success rate show hgg video view http sit google com view demo g hgg', 'learn optimal policy sparse feedback know challenge reinforcement learn hindsight experience replay multi goal reinforcement learn algorithm come solve task algorithm treat every failure success alternative virtual goal achieve episode generalizes virtual goal real goal know flaw limit relatively simple task thesis present three algorithm base exist algorithm improves performance first prioritize virtual goal agent learn valuable information call property textit instructiveness virtual goal define heuristic measure express well agent able generalize virtual goal actual goal secondly design filter process detects remove mislead sample may induce bias throughout learn process lastly enable learn complex sequential task use form curriculum learn combine call algorithm textit curriculum test algorithm build three challenge manipulation environment sparse reward function environment three level complexity empirical result show vast improvement final success rate sample efficiency compare original algorithm']",80265
464,21,464_solver ordinary_ode_probabilistic numerical_ode filter,"['solver ordinary', 'ode', 'probabilistic numerical', 'ode filter', 'gaussian ode', 'bcd prox', 'ode solution', 'probnum', 'probabilistic ode', 'ordinary differential']","['recently introduce class probabilistic uncertainty aware solver ordinary differential equation ode applies gaussian kalman filter initial value problem method model true solution x first q derivative emph priori gauss markov process boldsymbol x iteratively condition information dot x article establish bad case local convergence rate order q wide range version gaussian ode filter well global convergence rate order q case q integrate brownian motion prior analysis inaccurate information dot x come approximate evaluation f affect rate moreover show globally convergent case posterior credible interval well calibrate sense globally contract rate truncation error illustrate theoretical result numerical experiment might indicate generalizability q dot', 'like many numerical method solver initial value problem ivps ordinary differential equation estimate analytically intractable quantity use result tractable computation input structure closely connected notion inference latent variable statistic describe class algorithm formulate solution ivp inference latent path draw gaussian process probability measure equivalently solution linear stochastic differential equation show certain member class connect precisely generalize linear method ode number runge kutta method nordsieck method probabilistic formulation classic method valuable two way analytically highlight implicit prior assumption favor certain approximate solution ivp others give precise mean old observation method act like filter practically endow classic solver dock point notion uncertainty prior information initial value value ode solution problem', 'resurge interest statistic machine learn solver ordinary differential equation ode return probability measure instead point estimate recently conrad et al introduce sample base class method well calibrate specific sense computational cost method significantly classic method hand schober et al point precise connection classic runge kutta ode solver gaussian filter give rough probabilistic calibration negligible cost overhead formulate solution ode approximate inference linear gaussian sdes investigate range probabilistic ode solver bridge trade computational cost probabilistic calibration identify inaccurate gradient measurement crucial source uncertainty propose novel filter base method bayesian quadrature filter bqf us bayesian quadrature actively learn imprecision gradient measurement collect multiple gradient evaluation']",80265
465,21,465_feedback graph_pseudo regret_probability ij_bandit convex,"['feedback graph', 'pseudo regret', 'probability ij', 'bandit convex', 'convex bandit', 'regret measure', 'additive gain', 'class induces', 'minimax regret', 'strongly observable']","['study general class online learn problem feedback specify graph class include online prediction expert advice multi arm bandit problem also several learn problem online player necessarily observe loss analyze structure feedback graph control inherent difficulty induce round learn problem specifically show feedback graph belong one three class strongly observable graphs weakly observable graph unobservable graph prove first class induces learn problem widetilde theta alpha minimax regret alpha independence number underlie graph second class induces problem widetilde theta delta minimax regret delta domination number certain portion graph third class induces problem linear minimax regret result subsume much previous work learn feedback graph reveal new connection partial monitoring game also show regret affect graph allow vary time', 'study online learn feedback graph framework introduce mannor shamir feedback receive online learner specify graph g available action develop algorithm simultaneously achieve regret bound form smash mathcal sqrt theta g adversarial loss mathcal theta g operatorname polylog stochastic loss mathcal theta g operatorname polylog smash sqrt theta g c stochastic loss subject c adversarial corruption theta g clique cover number graph g algorithm instantiation follow regularized leader novel regularization see product tsallis entropy component inspire zimmert seldin shannon entropy component analyze corrupt stochastic case amir et al thus subtly interpolate two form entropies one key technical contribution establish convexity regularizer control inverse hessian despite complex product structure', 'consider problem adversarial non stochastic online learn partial information feedback round decision maker select action finite set alternative develop black box approach problem learner observe feedback loss subset action include select action loss action non negative graph base feedback model introduce mannor shamir offer algorithm attain call small loss alpha l star regret bound high probability alpha independence number graph l star loss best action prior work data dependent guarantee general feedback graph even pseudo regret without dependence number action e utilize increase information feedback take advantage black box nature technique extend result many application semi bandit include rout network contextual bandit even infinite comparator class well learn slowly change shift comparators special case classical bandit semi bandit problem provide optimal small loss high probability guarantee tilde sqrt dl star actual regret number action answer open question neu previous bound bandit semi bandit know pseudo regret expectation also offer optimal tilde sqrt kappa l star regret guarantee fix feedback graphs clique partition number kappa']",80265
466,21,466_distribution shift_sb_shift_iwildcam,"['distribution shift', 'sb', 'shift', 'iwildcam', 'shift arise', 'simplicity bias', 'wild', 'fmow', 'world distribution', 'arise real']","['distribution shift train distribution differs test distribution substantially degrade accuracy machine learn ml system deploy wild despite ubiquity real world deployment distribution shift represent datasets widely use ml community today address gap present wild curated benchmark datasets reflect diverse range distribution shift naturally arise real world application shift across hospital tumor identification across camera trap wildlife monitor across time location satellite image poverty mapping dataset show standard training yield substantially low distribution distribution performance gap remain even model train exist method tackle distribution shift underscore need new method train model robust type distribution shift arise practice facilitate method development provide open source package automate dataset load contains default model architectures hyperparameters standardizes evaluation code leaderboards available https wild stanford edu', 'machine learn system deploy wild often train source distribution deploy different target distribution unlabeled data powerful point leverage mitigate distribution shift frequently much available label data however exist distribution shift benchmark unlabeled data reflect breadth scenario arise real world application work present wild update extends datasets wilds benchmark distribution shift include curated unlabeled data would realistically obtainable deployment maintain consistency label training validation test set well evaluation metric exactly original wild benchmark datasets span wide range application histology wildlife conservation task classification regression detection modality photos satellite image microscope slide text molecular graph systematically benchmark state art method leverage unlabeled data include domain invariant self train self supervised method show success wild limited facilitate method development evaluation provide open source package automate data load contains model architectures method use paper code leaderboards available https wild stanford edu', 'several work propose simplicity bias sb tendency standard training procedure stochastic gradient descent sgd find simple model justify neural network generalize well arpit et al nakkiran et al soudry et al however precise notion simplicity remain vague furthermore previous setting use sb theoretically justify neural network generalize well simultaneously capture non robustness neural network widely observe phenomenon practice goodfellow et al jo bengio attempt reconcile sb superior standard generalization neural network non robustness observed practice design datasets incorporate precise notion simplicity b comprise multiple predictive feature vary level simplicity c capture non robustness neural network train real data theory empirics datasets make four observation sb sgd variant extreme neural network exclusively rely simple feature remain invariant predictive complex feature ii extreme aspect sb could explain seemingly benign distribution shift small adversarial perturbation significantly degrade model performance iii contrary conventional wisdom sb also hurt generalization data distribution sb persist even simple feature less predictive power complex feature iv common approach improve generalization robustness ensembles adversarial training fail mitigate sb pitfall give role sb train neural network hope propose datasets method serve effective testbed evaluate novel algorithmic approach aim avoid pitfall sb']",80265
467,21,467_fault_abft_permanent fault_error resilience,"['fault', 'abft', 'permanent fault', 'error resilience', 'resilience', 'axdnns', 'soft error', 'fault rate', 'permanent', 'hardware fault']","['voltage underscaling nominal level effective solution improve energy efficiency digital circuit e g field programmable gate array fpgas however undervolting safe voltage level without accompany frequency scale lead time related fault potentially undermine energy saving experimental voltage underscaling study commercial fpgas observe rate fault exponentially increase chip memory block ram brams mitigate fault evaluate efficiency build error correction code ecc observe fault correctable detectable correctable efficiency result single bit type fault effectively cover single error correction double error detection secded design build ecc finally motivate experimental observation evaluate fpga base neural network nn accelerator low voltage operation build ecc leveraged mitigate undervolting fault thus prevent nn significant accuracy loss consequence achieve bram power save undervolting minimum safe voltage level negligible nn accuracy loss thanks substantial fault coverage build ecc', 'systolic array base deep neural network dnn accelerator recently gain prominence low computational cost however high energy consumption pose bottleneck deployment energy constrain device address problem approximate compute employ cost tolerable accuracy loss however small accuracy variation may increase sensitivity dnns towards undesired subtle disturbance permanent fault impact permanent fault accurate dnns thoroughly investigated literature conversely impact permanent fault approximate dnn accelerator axdnns yet explore impact fault may vary fault bit position activation function approximation error axdnn layer dynamacity pose considerable challenge explore trade energy efficiency fault resilience axdnns towards present extensive layer wise bit wise fault resilience energy analysis different axdnns use state art evoapprox b sign multiplier particular vary stick stuck fault bit position activation function study impact use widely use mnist fashion mnist datasets quantitative analysis show permanent fault exacerbate accuracy loss axdnns compare accurate dnn accelerator instance permanent fault axdnns lead accuracy loss whereas faulty bit lead accuracy loss accurate dnn accelerator result demonstrate fault resilience axdnns orthogonal energy efficiency', 'deep neural network dnns inherently computation intensive also power hungry hardware accelerator field programmable gate array fpgas promising solution satisfy requirement embed high performance compute hpc system fpgas well cpus gpus aggressive voltage scale nominal level effective technique power dissipation minimization unfortunately bite flip fault start appear voltage scale close transistor threshold due time issue thus create resilience issue paper experimentally evaluate resilience training phase dnns presence voltage underscaling relate fault fpgas especially chip memory toward goal experimentally evaluate resilience lenet also specially design network cifar dataset different activation function rectify linear unit relu hyperbolic tangent tanh find modern fpgas robust enough extremely low voltage level low voltage relate fault automatically mask within training iteration need costly software hardware orient fault mitigation technique like ecc approximately train iteration need fill gap accuracy observation result relatively low rate undervolting fault e measure real fpga fabric also increase fault rate significantly lenet network randomly generate fault injection campaign observe train accuracy start degrade fault rate increase network tanh activation function outperform one relu term accuracy e g fault rate accuracy difference']",80265
468,21,468_wildfire_wildfire science_wildland_wildfire risk,"['wildfire', 'wildfire science', 'wildland', 'wildfire risk', 'active detection', 'fodcd', 'science management', 'ml wildfire', 'outbreak capture', 'wildfires']","['wildfire one big disaster frequently occur west coast united state many effort make understand cause increase wildfire intensity frequency recent year work propose static dynamic prediction model analyze assess area high wildfire risk california utilize multitude environmental data include population density normalize difference vegetation index ndvi palmer drought severity index pdsi tree mortality area tree mortality number altitude moreover focus well understanding impact different factor inform preventive action validate model finding divide land california grid degree time degree latitude longitude compute risk grid base spatial temporal condition verify generalizability model expand scope wildfire risk assessment california washington without fine tune perform counterfactual analysis uncover effect several possible method reduce number high risk wildfire take together study potential estimate monitor reduce risk wildfires across diverse area provide environment data available', 'wildfire increase impact society climate change wildland urban interface grows demand innovative solution help manage fire manage wildfire include proactive fire management prescribe burn within constrain area advancement reactive fire management e g fire suppression grow societal impact jpl bluesky program seek assess current state fire management technology determine area high return investment accomplish meet national interagency unman aerial system uas advisory group uasag lead technology transfer expert fire science management application provide overview current state well analysis impact maturity feasibility integrate different technology develop jpl base finding high return investment technology fire management first develop single micro aerial vehicle mav autonomy autonomous sense fire associate data information system active fire local environment mapping complete single mav expand work include many swarm would require investment distribute mav autonomy mav swarm mechanic could greatly expand breadth application large fire important invest technology develop collaboration key influencers champion use uas technology fire management', 'artificial intelligence apply wildfire science management since early application include neural network expert system since field rapidly progress congruently wide adoption machine learn ml environmental science present scoping review ml wildfire science management objective improve awareness ml among wildfire scientist manager well illustrate challenge range problem wildfire science available data scientist first present overview popular ml approach use wildfire science date review use wildfire science within six problem domain fuel characterization fire detection map fire weather climate change fire occurrence susceptibility risk fire behavior prediction fire effect fire management also discuss advantage limitation various ml approach identify opportunity future advance wildfire science management within data science context identify relevant publication frequently use ml method include random forest maxent artificial neural network decision tree support vector machine genetic algorithm exist opportunity apply current ml method e g deep learning agent base learn wildfire science however despite ability ml model learn expertise wildfire science necessary ensure realistic modelling fire process across multiple scale complexity ml method require sophisticated knowledge application finally stress wildfire research management community play active role provide relevant high quality data use practitioner ml method']",80265
