Topic,Count,Name,Representation,Representative_Docs,Total
34,34,34_preference_utility_elicitation_utility function,"['preference', 'utility', 'elicitation', 'utility function', 'cp net', 'preference statement', 'cp', 'preference elicitation', 'elicit', 'utility elicitation']","['many application e g web service composition complex system design team formation etc rely method identify collection object entity satisfy functional requirement among collection satisfy functional requirement often necessary identify one collection optimal respect user preference set attribute describe non functional property collection develop formalism let user express relative importance among attribute qualitative preference valuation attribute define dominance relation allow u compare collection object term preference attribute object make collection establish key property dominance relation particular show dominance relation strict partial order intra attribute preference relation strict partial order relative importance preference relation interval order provide algorithm use dominance relation identify set preferred collection show certain condition algorithms guarantee return sound complete least one weakly complete preferred collection present result simulation experiment compare propose algorithm respect quality solution number preferred solution produce algorithms b performance efficiency also explore interesting conjecture suggest result experiment relate property user preference dominance relation algorithm', 'fuzzy constraint popular approach handle preference constrain problem scenarios one need cautious medical space application consider fuzzy constraint problem preference may miss model example setting agent distribute privacy issue ongoing preference elicitation process set study find solution optimal irrespective miss preference process find solution may elicit preference user necessary however goal ask user little possible define combine solve preference elicitation scheme large number different instantiation correspond concrete algorithm compare experimentally compute number elicit preference user effort may large contains preference value user compute able respond elicitation request number elicit preference important concern communicate little information possible user effort measure also hide work user able communicate elicit preference experimental result show algorithms good find necessarily optimal solution ask user small fraction miss preference user effort also small best algorithm finally test algorithms hard constraint problem possibly miss constraint aim find feasible solution irrespective miss constraint', 'propose new direct graphical representation utility function call ucp network combine aspect two exist graphical model generalize additive model cp network network decompose utility function number additive factor directionality arc reflect conditional dependence preference statement underlie qualitative preference order em ceteris paribus else equal interpretation representation arguably natural many setting furthermore strong cp semantics ensure computation optimization dominance query efficient also demonstrate value representation decision make finally describe interactive elicitation procedure take advantage linear nature constraint tradeoff weight impose ucp network procedure allow network refine regret decision minimax regret respect incompletely specified utility function fall specify threshold e g cost questioning']",5563
35,33,35_quantum_interference_entanglement_entangle,"['quantum', 'interference', 'entanglement', 'entangle', 'hilbert', 'hilbert space', 'classical', 'quantum mechanic', 'thought', 'superposition']","['perform two experiment aim investigate effect negation combination natural concept first experiment test membership weight list exemplar respect two concept e g fruit vegetable conjunction fruit vegetable second experiment test membership weight list exemplar respect two concept negate second e g fruit vegetable conjunction fruit vegetable collect data confirm exist result conceptual combination namely show dramatic deviation prediction classical fuzzy set logic probability theory precisely exhibit conceptual vagueness gradeness membership overextension double overextension membership weight respect give conjunction show quantum probability model fock space recently elaborate model hampton data concept conjunction hampton disjunction hampton b faithfully accord collect data quantum theoretic modeling enables describe non classical effect term genuine quantum effect namely contextuality superposition interference emergence obtain result confirm strenghten analysis aerts sozzo identification quantum aspects experiment conceptual vagueness result insert within general research identification quantum structure cognitive decision process', 'one complex system human brain whose formalized functioning characterize decision theory present quantum decision theory decision make base mathematical theory separable hilbert space mathematical structure capture effect superposition composite prospect include many incorporated intention allow u explain variety interest fallacy anomaly report particularize decision make real human being theory describes entangle decision making non commutativity subsequent decision intention interference composite prospect demonstrate violation savage sure thing principle disjunction effect explain result interference intention make decision uncertainty conjunction fallacy also explain presence interference term demonstrate know anomaly paradox document context classical decision theory reducible mathematical archetype find straightforward explanation frame developed quantum approach', 'present novel variant decision making base mathematical theory separable hilbert space mathematical structure capture effect superposition composite prospect include many incorporated intention allow u describe variety interest fallacy anomaly report particularize decision make real human being theory characterize entangled decision make non commutativity subsequent decision intention interference demonstrate violation savage sure thing principle know disjunction effect explain quantitatively result interference intention make decision uncertainty disjunction effect observe experiment accurately predict use theorem interference alternation derive connects aversion uncertainty appearance negative interference term suppress probability action conjunction fallacy also explain presence interference term series experiment analyse show excellent agreement priori evaluation interference effect conjunction fallacy also show sufficient condition disjunction effect novel experiment test combine interplay two effect suggest']",5563
36,33,36_rout_protocol_short path_wireless,"['rout', 'protocol', 'short path', 'wireless', 'radio', 'qos', 'routing', 'network', 'node', 'short']","['every cellular network deployment require plan optimization order provide adequate coverage capacity quality service qos optimization mobile radio network planning complex task many aspect must take account rapid development mobile network need effective network plan tool satisfy need customer however decide upon optimum placement base station bs achieve best service reduce cost complex task require vast computational resource paper introduce spatial cluster solve mobile network planning problem address antenna placement problem cell planning problem involve locate configure infrastructure mobile network modify original partitioning around medoids pam algorithm pam modify partition around medoids propose satisfy requirement constraint pam need specify number cluster k start search best location base station pam algorithm us radio network plan determine k calculate cluster coverage capacity determine satisfy mobile requirement increase k reapply algorithms depend two method cluster implementation algorithm real case study present experimental result analysis indicate pam algorithm apply method two effective case heavy load distribution lead minimum number base station directly affect onto cost planning network', 'due dynamic network condition rout critical part wmns need optimise rout strategy develop wmns must efficient make operationally self configurable network thus need resort near short path evaluation lay requirement soft compute approach near short path available affordable computing time paper propose fuzzy logic base integrated cost measure term delay throughput jitter base upon distance cost two adjacent node evaluate minimal short path update rout table apply two recent soft compute approach namely big bang big crunch bb bc biogeography base optimization bbo approach enumerate short near short path bb bc theory relate evolution universe whereas bbo inspired dynamical equilibrium number specie island algorithms low computational time high convergence speed simulation result show proposed routing algorithm find optimal short path take account three important parameter network dynamic observe short path problem bb bc outperform bbo term speed percent error evaluate minimal path actual short path', 'dynamic behaviour wmn impose stringent constraint rout policy network short path base rout short path need evaluate within give time frame allow wmn dynamic exact reason base short path evaluation method usually fail meet rigid requirement thus require soft compute base approach replace best sure solution good enough solution paper propose framework optimal rout wmns investigate suitability big bang big crunch bb bc soft compute base approach evaluate shortest near short path order make rout optimal first propose replace distance adjacent node integrate cost measure take account throughput delay jitter residual energy node fuzzy logic base inference mechanism evaluate cost measure node use distance measure apply bb bc optimization algorithm evaluate shortest near short path update routing table periodically dictate network requirement large number simulation conduct observed bb bc algorithm appear high potential candidate suitable routing wmns']",5563
37,31,37_social_social network_community_node,"['social', 'social network', 'community', 'node', 'covert', 'covert node', 'privacy', 'permission', 'permission request', 'status']","['social status define relative rank position individual hold social hierarchy know among important motivating force social behavior paper consider notion status perspective position title hold person enterprise study intersection social status social network enterprise study whether enterprise communication log help reveal social interaction individual status manifest social network end use two enterprise datasets three communication channel voice call short message email demonstrate social behavioral difference among individual different status several interesting finding base finding also develop model predict social status individual level high status individual likely span structural hole link people part enterprise network otherwise well connect one another community level principle homophily social balance clique theory generally indicate rich club maintain high status individual sense community much connect balanced dense model predict social status individual accuracy', 'bot many web social medium user source many dangerous attack carrier unwanted message spam nevertheless crawler software agent precious tool analyst continuously execute collect data test distribute application however one know real potential bot whose purpose control community manipulate consensus influence user behavior commonly believe well agent simulate human behavior social network succeed generate impact community contribute shed light issue online social experiment aim study extent bot trust profile aim reproduce human behavior become popular influential social medium result show basic social probing activity use acquire social relevance network acquire popularity effectively leverage drive user social connectivity choice also register bot activity unveil hidden social polarization pattern community trigger emotional response individual brings light subtle privacy hazard perceive user base', 'one interesting scientific challenge nowadays deal analysis understand complex network dynamic process lead emergence accord interaction among component paper approach definition new methodology visualization exploration dynamic play real dynamic social network present recently introduce formalism call tvg time vary graph initially develop model analyze highly dynamic infrastructure less communication network mobile ad hoc network wireless sensor network vehicular network discuss applicability complex network general social network particular show enables specification analysis complex dynamic phenomenon term temporal interaction allow easily switch perspective local global dynamic example choose case scientific community analyze portion arxiv repository ten year publication physic focus social determinant e g goal potential interaction among individual behind emergence resilience scientific community consider scientific community time community practice co authorship exist also representations scientist mind since reference scientist work merely objective link relevant work reveals social object one manipulates select refers paper show emergence selection community goal drive preferential attachment toward set author among key scientist nobel prize']",5563
38,31,38_abc_swarm_pso_particle,"['abc', 'swarm', 'pso', 'particle', 'particle swarm', 'swarm optimization', 'bee', 'optimization', 'bee colony', 'rdpso']","['ability evolutionary algorithm ea find global optimal solution depend capacity find good rate exploitation find far element exploration search space inspire natural phenomenon researcher develop many successful evolutionary algorithm original version define operator mimic way nature solve complex problem actual consideration exploration exploitation balance paper novel nature inspire algorithm call state matter search sms introduce sm algorithm base simulation state matter phenomenon sms individual emulate molecule interact use evolutionary operation base physical principle thermal energy motion mechanism algorithm devise consider state matter one different exploration exploitation ratio evolutionary process divide three phase emulate three state matter gas liquid solid state molecule individual exhibit different movement capacity begin gas state pure exploration algorithm modifies intensities exploration exploitation solid state pure exploitation reach result approach substantially improve balance exploration exploitation yet preserve good search capability evolutionary approach', 'artificial bee colony abc algorithm prove importance solve number problem include engineering optimization problem abc algorithm one popular young member family population base nature inspired meta heuristic swarm intelligence method abc prove superiority nature inspire algorithms nia apply benchmark function real world problem performance search process abc depend random value try balance exploration exploitation phase order increase performance require balance exploration search space exploitation optimal solution abc paper outline new hybrid abc algorithm genetic algorithm propose method integrate crossover operation genetic algorithm ga original abc algorithm propose method name crossover base abc cbabc cbabc strengthen exploitation phase abc crossover enhance exploration search space cbabc test four standard benchmark function popular continuous optimization problem', 'random drift particle swarm optimization rdpso algorithm inspire free electron model metal conductor place external electric field present systematically analyze empirically studied paper free electron model considers electron thermal drift motion conductor place external electric field motivation rdpso algorithm describe first velocity equation particle design simulate thermal motion well drift motion electron lead electron location minimum potential energy external electric field comprehensive analysis algorithm make order provide deep insight rdpso algorithm work involve theoretical analysis simulation stochastic dynamical behavior single particle rdpso algorithm search behavior algorithm also investigate detail analyze interaction particle variant rdpso algorithm propose incorporate different random velocity component different neighborhood topology finally empirical study rdpso algorithm perform use set benchmark function cec benchmark suite base theoretical analysis particle behavior two method control algorithmic parameter employ follow experimental analysis select parameter value order obtain good overall performance rdpso algorithm variant real world application performance comparison rdpso algorithm variant pso make prove efficiency rdpso algorithm']",5563
39,30,39_item_rating_recommender_recommendation,"['item', 'rating', 'recommender', 'recommendation', 'collaborative filtering', 'collaborative', 'filtering', 'user', 'reviewer', 'user item']","['develop bayesian poisson matrix factorization model form recommendation sparse user behavior data data large user item matrix user provide feedback small subset item either explicitly e g star rating implicitly e g view purchase contrast traditional matrix factorization approach poisson factorization implicitly model user limited attention consume item moreover mathematical form poisson likelihood model need explicitly consider observed entry matrix lead scalable computation good predictive performance develop variational inference algorithm approximate posterior inference scale massive data set efficient algorithm iterates observe entry adjusts approximate posterior user item representation apply method large real world user data contain user rating movie user listen song user read scientific paper setting bayesian poisson factorization outperforms state art matrix factorization method', 'one challenge problem recommender system base collaborative filtering cf concept data sparseness e limit user preference data available make recommendation cross domain collaborative filtering cdcf study effective mechanism alleviate data sparseness one domain use knowledge user preference domains key question answer context cdcf common characteristic deployed link different domain effective knowledge transfer paper assess usefulness user contribute social tag respect mean generalized tag induce cross domain collaborative filtering gtagcdcf approach propose paper develop base general collective matrix factorization framework assessment do series experiment use publicly available cf datasets represent three cross domain case e two two domain case one three domain case comparative analysis two domain case involve gtagcdcf several state art cdcf approach indicates increase benefit use social tag representative explicit link domain cdcf compare implicit link deploy exist cdcf method addition show user different domain already benefit gtagcdcf share common tag finally use three domain case validate robustness gtagcdcf respect scale datasets vary number domain', 'important tool information filter era socialize web recommender system witness rapid development last decade benefit good interpretability neighborhood base collaborative filtering technique item base collaborative filtering adopt amazon gain great success many practical recommender system however neighborhood base collaborative filtering method suffers rating bound problem e rating target item method estimate bound observed rating neighbor item therefore cannot accurately estimate unobserved rating target item ground truth rating actually high low high low rating item neighborhood paper address problem formalize rating estimation task recover scalar rating function linearity assumption infer rating optimize low order norm e g l norm second derivative target scalar function remain observed rating unchanged experimental result three real datasets namely douban goodreads movielens demonstrate propose approach well overcome rating bound problem particularly significantly improve accuracy rating estimation conventional neighborhood base method']",5563
40,30,40_path_collision_rrt_path planning,"['path', 'collision', 'rrt', 'path planning', 'theta', 'agent path', 'pathfinding', 'trajectory', 'multi robot', 'mapp']","['need efficient monitor spatio temporal dynamic large environmental application water quality monitoring river lakes motivates use robotic sensor order achieve sufficient spatial coverage typically robots bounded resource limit battery limited amount time obtain measurement thus careful coordination path require order maximize amount information collect respect resource constraint paper present efficient approach near optimally solve np hard optimization problem plan informative path particular first develop esip efficient single robot informative path planning approximation algorithm optimize path single robot hereby use gaussian process model underlie phenomenon use mutual information visit location remainder space quantify amount information collect prove mutual information collect use path obtain use esip close information obtain optimal solution provide general technique sequential allocation use extend single robot planning algorithm esip multi robot problem procedure approximately generalizes guarantee single robot problem multi robot case extensively evaluate effectiveness approach several experiment perform field two important environmental sensing application lake river monitoring simulation experiment perform use several real world sensor network data set', 'grid block unblocked cell often use represent terrain robotics video game however path form grid edge longer true short path terrain since heading artificially constrain present two new correct complete angle path planning algorithm avoid shortcoming basic theta angle propagation theta variant propagate information along grid edge without constrain path grid edge basic theta simple understand implement fast find short path however guarantee find true short path angle propagation theta achieve good bad case complexity per vertex expansion basic theta propagate angle range expand vertex complex fast find slightly longer paths refer basic theta angle propagation theta collectively theta theta unique property analyze detail show experimentally find short path post smooth path field version know propagate information along grid edge without constrain path grid edge runtime comparable grid finally extend theta grid contain unblocked cell non uniform traversal cost introduce variant theta provide different tradeoff path length runtime', 'multi agent path plan challenge problem numerous real life application run centralize search combine state space unit complete cost optimal scale poorly state space size exponential number mobile unit traditional decentralized approach far whca faster scalable base problem decomposition however method incomplete provide guarantee respect run time solution quality necessarily able tell reasonable time whether would succeed find solution give instance introduce mapp tractable algorithm multi agent path planning undirected graph present basic version several extension low polynomial bad case upper bound run time memory requirement length solution even though algorithmic version incomplete general case provide formal guarantee problem solve version discus algorithms completeness respect clearly defined subclass instance experiment run realistic game grid map mapp solve mobile unit well percentage far whca mapp mark unit provably solvable first stage plan computation part mapps computation use across instance map speed wise mapp competitive significantly faster whca depend whether mapp performs computation scratch data mapp use preprocessed offline readily available mapp slow fast far algorithm factor average mapps solution average long fars solution longer whca solution']",5563
41,29,41_intelligence hold_conference uncertainty_proceeding_uncertainty artificial,"['intelligence hold', 'conference uncertainty', 'proceeding', 'uncertainty artificial', 'conference', 'july proceeding', 'july', 'hold', 'august', 'august proceeding']","['proceeding seventh conference uncertainty artificial intelligence hold los angeles ca july', 'proceeding first conference uncertainty artificial intelligence hold los angeles ca july', 'proceeding third conference uncertainty artificial intelligence hold seattle wa july']",5563
42,29,42_document_document cluster_cluster_blog,"['document', 'document cluster', 'cluster', 'blog', 'similarity measure', 'label', 'document similarity', 'cluster quality', 'base document', 'similarity']","['text mining become vital web offer collaborative content creation share researcher grow interest text mining method discover knowledge text mining researcher come variety area like natural language process computational linguistic machine learn statistic typical text mining application involve preprocessing text stem lemmatization tag annotation derive knowledge pattern evaluate interpret result numerous approach perform text mining task like cluster categorization sentimental analysis summarization grow need standardize evaluation task one major component establish standardization provide standard datasets task although various standard datasets available traditional text mining task expensive datasets blog mine task blog new genre web digital diary web user chronological entry contain lot useful knowledge thus offer lot challenge opportunity text mine paper report new indigenous dataset pakistani political blogosphere paper describe process data collection organization standardization use dataset carry various text mining task blogosphere like blog search political sentiment analysis track identification influential blogger cluster blog post wish offer dataset free others aspire pursue domain', 'document cluster unsupervised approach extensively used navigate filter summarize manage large collection document repository like world wide web www recently focus domain shift traditional vector base document similarity cluster suffix tree base document similarity offer semantic representation text present document paper compare contrast two recently introduce approach document cluster base suffix tree data model first efficient phrase base document cluster extract phrase document form compact document representation use similarity measure base common suffix tree cluster document second approach frequent word word mean sequence base document cluster similarly extract common word sequence document use common sequence common word meaning sequence perform compact representation finally use document cluster approach cluster compact document algorithm use agglomerative hierarchical document cluster perform actual cluster step difference approach mainly base extraction phrase model representation compact document similarity measure use cluster paper investigate computational aspect two algorithms quality result produce', 'importance document cluster widely acknowledge researcher well management smart navigation efficient filter concise summarization large collection document like world wide web www next challenge lie semantically perform cluster base semantic content document problem document cluster two main component represent document form inherently capture semantics text may also help reduce dimensionality document define similarity measure base semantic representation assigns high numerical value document pair high semantic relationship feature space document challenge document cluster document may contain multiple topic may contain large set class independent general word handful class specific core word feature mind traditional agglomerative clustering algorithm base either document vector model dvm suffix tree model stc less efficient produce result high cluster quality paper introduce new approach document cluster base topic map representation document document transform compact form similarity measure propose base upon inferred information topic map data structure suggest method implement use agglomerative hierarchal cluster test standard information retrieval ir datasets comparative experiment reveals propose approach effective improving cluster quality']",5563
43,28,43_expect utility_utility_bookie_uncertainty,"['expect utility', 'utility', 'bookie', 'uncertainty', 'decision', 'expect', 'qualitative decision', 'minimax criterion', 'decision make', 'possibilistic']","['consider agent update belief beliefs represent set p probability distribution give agent make decision use minimax criterion perhaps best study commonly used criterion literature adopt game theoretic framework agent play bookie chooses distribution p consider two reasonable game differ bookie know make choice anomaly observe like time inconsistency understand arise different game played bookie different information characterize important special case optimal decision rule accord minimax criterion amount either condition simply ignore information finally consider relationship update calibration uncertainty describe set probability result emphasize key role rectangularity condition epstein schneider', 'consider agent update uncertainty represent set p probability distribution agent observes random variable x take value x give agent make decision use minimax criterion perhaps best study commonly used criterion literature adopt game theoretic framework agent play bookie chooses distribution p consider two reasonable game differ bookie know make choice anomaly observe like time inconsistency understand arise important different game played bookie different information characterize important special case optimal decision rule accord minimax criterion amount either condition simply ignore information finally consider relationship condition calibration uncertainty describe set probability', 'consider agent update uncertainty represent set p probability distribution agent observes random variable x take value x give agent make decision use minimax criterion perhaps best study commonly used criterion literature adopt game theoretic framework agent play bookie chooses distribution p consider two reasonable game differ bookie know make choice anomaly observe like time inconsistency understand arise different game played bookie different information characterize important special case optimal decision rule accord minimax criterion amount either condition simply ignore information finally consider relationship condition calibration uncertainty describe set probability']",5563
44,22,44_traffic_road_vehicle_road network,"['traffic', 'road', 'vehicle', 'road network', 'gps', 'traffic light', 'traffic control', 'intersection', 'pothole', 'destination']","['paper propose conceptual framework centralized system classify road base upon level damage centralize system also identify traffic intensity thereby prioritize road need quick action take upon moreover system help driver detect level damage road stretch route vehicle alternative path destination system send feedback concerned authority quick response condition road system use comprise laser sensor pressure sensor shock absorber detect quantify intensity pothole centralize server maintains database location pothole access another unit inside vehicle point point connection device also instal vehicle vehicle detect pothole database vehicle within range meter warn pothole system compute route least number pothole nearest desire destination destination unknown system check pothole current road display level damage system flexible enough destination add remove changed time travel best possible route suggest system upon alteration prove algorithm return efficient path least number pothole', 'summary traffic light coordination complex problem paper extend previous work abstract model city traffic allow multiple street intersection test self organize method model show close theoretical optimum superior traditional method traffic light coordination abstract elementary cellular automaton follow rule mimic particle flow one direction constant speed automaton therefore model highway traffic recent paper incorporate intersection regulate traffic light model use exclusively elementary cellular automaton paper however explore rectangular grid extend model complex scenario employ hexagonal grid extension show first model readily incorporate multiple way intersection hence simulate complex scenario addition current extension allow u study evaluate behavior two different kind traffic light controller grid six way street allow either two three street intersection traffic light try adapt amount traffic result self organize traffic light system synchronize traffic light coordinate rigid period sometimes call green wave method observe tradeoff system capacity topological complexity green wave method unable cope complexity high capacity scenario self organize method scalable adapt complexity scenario exploit maximum capacity additionally paper propose benchmark independent method model measure performance traffic light controller compare theoretical optimum', 'traffic chief puzzle problem every country face enhancement number vehicle throughout world especially large urban town hence need arises simulate optimize traffic control algorithms good accommodate increase demand fuzzy optimization deal find value input parameter complex simulated system result desire output paper present matlab simulation fuzzy logic traffic controller control flow traffic isolated intersection controller base waiting time queue length vehicle present green phase vehicle queue lengths phase controller control traffic light timing phase difference ascertain sebaceous flow traffic least waiting time queue length paper isolate intersection model use consist two alleyway approach every outlook different value queue length wait time systematically intersection maximum value wait time vehicle queue length select use proximity sensor input controller ameliorate control traffic flow intersection intelligent traffic model fuzzy logic traffic controller develop evaluate performance traffic controller different pre define condition oleaginous flow traffic additionally fuzzy logic traffic controller emergency vehicle siren sensor detect emergency vehicle movement like ambulance fire brigade police van etc give maximum priority pas prefer signal']",5563
45,22,45_emergency_crisis_crisis response_response,"['emergency', 'crisis', 'crisis response', 'response', 'earthquake', 'agent', 'water', 'help emergency', 'gicoordinator', 'water distribution']","['aim paper present principle result case base reason adapted real time interactive simulation precisely concern retrieval mechanism article begin introduce constraint involve interactive multiagent base simulation second section pre sent framework stem case base reason autonomous agent agent us case base local situation base choose action order interact auton omous agent user avatar illustrate framework example dedicate study dynamic situation football go address difficulty conduct simulation real time propose model case case base use generic agent adequate case base structure associate dedicated recall algorithm improve retrieval performance time pressure compare classic cbr technique present result relate performance solution article conclude outline future development project', 'event bacteriological chemical toxin intro duced water distribution network large population consumer may become exposed contaminant contamination event may poorly predictable dynamic process due interaction consumer utility manager event consumer become aware threat may select protective action change water demand typical demand pattern new hydraulic condition arise differ condition predict demand consider exogenous input consequently movement contaminant plume pipe network may shift expected trajectory sociotechnical model develop integrate agent base model consumer engineering water distribution system model capture dynamic consumer behavior water distribution system predict contaminant transport public exposure consumer simulate agent behavior define water use activity mobility word mouth communication demand reduction base set rule represent agent autonomy reaction health impact environment action agent consumer decrease water use demand exert water distribution system update flow direction volume shift response location contaminant plume update amount contaminant consume agent calculate framework test simulate realistic contamination scenario virtual city water distribution system', 'problem paper address design intelligent software system ic incident commander team order coordinate action agent field unit robots domain emergency crisis response operation objective paper proposes gicoordinator gi base assistant software agent assist collaborate human planner strategic planning macro task assignment centralize multi agent coordination method approach design gicoordinator analyze problem design complete data model design architecture gicoordinator specify require capability human system coordination problem solve specify development tool deploy result result architecture design gicoordinator contain system requirement finding gicoordinator efficiently integrate geoinformatics artifice intelligent technique order provide spatial intelligent coordinator system ic efficiently coordinate control agent make macro strategic decision result define framework future work develop system']",5563
46,20,46_story_narrative_shadow_xapagy,"['story', 'narrative', 'shadow', 'xapagy', 'xapi', 'meeting', 'smart meeting', 'meeting cinematography', 'cinematography', 'film']","['xapagy cognitive architecture design perform narrative reason model mimic activity perform human witness read recall narrate talk story xapagy communicates outside world use xapi simplify pidgin language strongly tie internal representation model instance scene verb instance reason technique shadow headless shadow fully semantic equivalent natural language xapi represent wide range complex story illustrate representation technique use xapi examples take folk physic folk psychology well unusual literary example argue xapi model represent conceptual shift english representation map logical consistent train knowledge engineer translate english xapi near native speed', 'position narrative centre computational model high level knowledge representation reason context range assistive technology concern visuo spatial perception cognition task propose narrative model encompass aspect emph space event action change interaction viewpoint commonsense reason learn large scale cognitive system broad focus paper domain human activity interpretation smart environment ambient intelligence etc backdrop smart meeting cinematography domain position propose narrative model preliminary work perceptual narrativisation immediate outlook construct general purpose open source tool perceptual narrativisation acm classification artificial intelligence general cognitive simulation knowledge representation formalism method vision scene understanding architecture control structure motion perceptual reasoning shape video analysis general keywords cognitive system human computer interaction spatial cognition computation commonsense reason spatial temporal reason assistive technology', 'construe smart meeting cinematography focus professional situation meeting seminar possibly conduct distributed manner across socio spatially separate group basic objective smart meeting cinematography interpret professional interaction involve people automatically produce dynamic recording discussion debate presentation etc presence multiple communication modality typical modality include gesture e g raise one hand question applause voice interruption electronic apparatus e g press button movement e g stand move around etc rotunde instance smart meeting cinematography concept aim develop functionality drive benchmark respect interpretation control capabilities human cinematographer real time video editor surveillance personnel typical human performance everyday situation b develop general tool commonsense cognitive interpretation dynamic scene viewpoint visuo spatial cognition centre perceptual narrativisation particular emphasis place declarative representation interfacing mechanism seamlessly integrate within large scale cognitive interaction system companion technology consist diverse ai sub component instance envisage tool would provide general capability high level commonsense reason space event action change interaction']",5563
