Topic,Count,Name,Representation,Representative_Docs,Total
46,28,46_pca_principal_principal component_sparse pca,"['pca', 'principal', 'principal component', 'sparse pca', 'component', 'spca', 'dpca', 'sparse principal', 'wise distance', 'spcart']","['component singular value decomposition signal plus noise data matrix informative inferential task detect estimate embed low rank signal matrix principal component analysis ascribes great importance component capture great variation e singular vector associate large singular value choice often justify invoke eckart young theorem even though work address problem best represent signal plus noise matrix use low rank approximation best infer underlie low rank signal component take first principle approach start signal plus noise data matrix show spectrum noise component govern whether principal middle component singular value decomposition data matrix informative component inference simply put noise spectrum support connected interval sense make precise use principal component justified noise spectrum support multiple interval middle component might informative principal component end result proper justification use principal component set noise matrix gaussian identification scenario generically involve heterogeneous noise model mixture gaussians middle component might informative principal component may exploit extract additional processing gain result show blind use principal component lead suboptimal even faulty inference phase transition separate regime principal component informative regime uninformative', 'sparse principal component analysis pca involve nonconvex optimization global solution hard obtain address issue one popular approach convex relaxation however approach may produce suboptimal estimator due relaxation effect optimally estimate sparse principal subspace propose two stage computational framework name tighten relax within relax stage approximately solve convex relaxation sparse pca early stopping obtain desired initial estimator tighten stage propose novel algorithm call sparse orthogonal iteration pursuit soap iteratively refine initial estimator directly solve underlie nonconvex problem key concept two stage framework basin attraction represent local region within tighten stage desire computational statistical guarantee prove initial estimator obtain relax stage fall region hence soap geometrically converge principal subspace estimator minimax optimal within certain model class unlike exist sparse pca estimator approach applies non spike covariance model adapt non gaussianity well dependent data setting moreover analyze computational complexity two stage illustrate interest phenomenon large sample size reduce total iteration complexity framework motivate general paradigm solve many complex statistical problem involve nonconvex optimization provable guarantee', 'principal component analysis pca widely use technique data analysis dimension reduction numerous application science engineering however standard pca suffers fact principal component pcs usually linear combination original variable thus often difficult interpret pc alleviate drawback various sparse pca approach propose literature despite success achieve sparsity important property enjoy standard pca lose method uncorrelation pc orthogonality load vector also total explained variance attempt maximize optimistic paper propose new formulation sparse pca aim find sparse nearly uncorrelated pcs orthogonal loading vector explain much total variance possible also develop novel augment lagrangian method solve class nonsmooth constrain optimization problem well suit formulation sparse pca show converge feasible point moreover regularity assumption converge stationary point additionally propose two nonmonotone gradient method solve augmented lagrangian subproblems establish global local convergence finally compare sparse pca approach several exist method synthetic random real data respectively computational result demonstrate sparse pc produce approach substantially outperform method term total explain variance correlation pc orthogonality load vector']",5196
47,28,47_multi label_label_multilabel_label classification,"['multi label', 'label', 'multilabel', 'label classification', 'miml', 'multi', 'label learn', 'label correlation', 'multi target', 'output cod']","['many real world task particularly involve data object complicate semantics image texts one object represent multiple instance simultaneously associate multiple label task formulate multi instance multi label learn miml problem extensively study past year exist miml approach find useful many application however handle moderate size data efficiently handle large data set paper propose mimlfast approach first construct low dimensional subspace share label train label specific linear model optimize approximated ranking loss via stochastic gradient descent although miml problem complicate mimlfast able achieve excellent performance exploit label relation share space discover sub concept complicate label experiment show performance mimlfast highly competitive state art technique whereas time cost much less particularly data set k bag k instance mimlfast time faster exist miml approach large data set none exist approach return result hour mimlfast take minute moreover approach able identify representative instance label thus provide chance understand relation input pattern output label semantics', 'ensemble method show effective tool solve multi label classification task random k labelsets rakel algorithm member ensemble associate small randomly select subset k label single label classifier train accord combination element subset paper adopt similar approach however instead randomly choose subset select minimum require subset k label cover label meet additional constraint coverage inter label correlation construction cover achieve formulating subset selection minimum set cover problem scp solve use approximation algorithm every cover need prepared offline algorithm prepare cover may apply classification give multi label dataset whose property conform cover contribution paper two fold first introduce scp general framework construct label cover allow user incorporate cover construction constraint demonstrate effectiveness framework propose two construction constraint whose enforcement produce cover improve prediction performance random selection second provide theoretical bound quantify probability random selection produce cover meet propose construction criterion experimental result indicate propose method improve multi label classification accuracy stability compare rakel algorithm state art algorithm', 'many practical application supervise learn task involve prediction multiple target variable common set input variable prediction target binary task call multi label classification target continuous task call multi target regression task target variable often exhibit statistical dependency exploit order improve predictive accuracy core challenge family multi label classification method address challenge building separate model target expand input space target treat additional input variable despite success method multi label classification domain applicability effectiveness multi target regression study paper introduce two new method multi target regression call stack single target ensemble regressor chain adapt two popular multi label classification method family furthermore highlight inherent problem method discrepancy value additional input variable train prediction develop extension use sample estimate target variable train order tackle problem result extensive experimental evaluation carry large diverse collection datasets show discrepancy appropriately mitigate propose method attain consistent improvement independent regression baseline moreover two version ensemble regression chain perform significantly well four state art method include regularization base multi task learn method multi objective random forest approach']",5196
48,26,48_series_association rule_association_rule,"['series', 'association rule', 'association', 'rule', 'interestingness measure', 'interestingness', 'dtw', 'series classification', 'itemsets', 'shapelets']","['data mining way extract data uncover hidden pattern information database need prevent inference rule disclose secure data set cannot identify non sensitive attribute do remove add certain item set transaction sanitization purpose hide inference rule user may able discover valuable information non sensitive data organisation release sample data without fear knowledge discovery databases achieve investigate frequently occur item set rule mine objective hiding another way release limit sample new database information loss also satisfy legitimate need user major problem uncover hidden pattern cause threat database security sensitive data infer non sensitive data base semantics application user commonly know inference problem two fundamental approach protect sensitive rule disclosure prevent rule generate hide frequent set data item reduce importance rule set confidence user specify threshold', 'frequent itemsets fis mine fundamental primitive data mining require identify itemsets appear least fraction theta transactional dataset mathcal often though ultimate goal mining mathcal analysis dataset emph per se understand underlie process generate specifically many application mathcal collection sample obtain unknown probability distribution pi transaction extract fis mathcal one attempt infer itemsets frequently e probability least theta generate pi call true frequent itemsets tfis due inherently stochastic nature generative process set fis rough approximation set tfis often contain huge number emph false positive e spurious itemsets among tfis work design analyze algorithm identify threshold hat theta collection itemsets frequency least hat theta mathcal contains tfis probability least delta user specify delta method use result statistical learn theory involve empirical vc dimension problem hand allow u identify almost tfis without include false positive also experimentally compare method direct mining mathcal frequency theta technique base widely use standard bound e chernoff bound binomial distribution show algorithm outperforms method achieves even good result guarantee theoretical analysis', 'classify time series near neighbor approach widely used practice performance often competitive good elaborate method neural network decision tree support vector machine develop theoretical justification effectiveness near neighbor like classification time series guide hypothesis many application forecast topic become trend twitter actually many prototypical time series begin relative number time series access e g topic become trend twitter distinct manner whereas collect massive amount twitter data operationalize hypothesis propose latent source model time series naturally lead weighted majority vote classification rule approximate near neighbor classifier establish nonasymptotic performance guarantee weight majority voting near neighbor classification model account much time series observe model complexity experimental result synthetic data show weighted majority vote achieve misclassification rate near neighbor classification observe less time series use weighted majority forecast news topic twitter become trend able detect trend topic advance twitter time mean early advantage hour minute true positive rate false positive rate']",5196
49,26,49_mean square_rkhss_lm_impulse,"['mean square', 'rkhss', 'lm', 'impulse', 'calculus', 'complex', 'cdma', 'cklms', 'stable spline', 'signal']","['although real reproducing kernel use increase number machine learn problem complex kernel yet use spite potential interest application communication work focus attention complex gaussian kernel possible application complex kernel lm algorithm order derive gradient need develop complex kernel lm cklms employ powerful tool wirtinger calculus recently attract much attention signal processing community writinger calculus simplifies computation offer elegant tool treat complex signal end notion writinger calculus extend include complex rkhss experiment verify cklms offer significant performance improvement traditional complex lm widely linear complex lm wl lm algorithms deal nonlinearities', 'last decade kernel method nonlinear process successfully use machine learn community primary mathematical tool employ method notion reproduce kernel hilbert space however far emphasis batch technique recently online technique consider context adaptive signal processing task moreover effort focussed real value data sequence best knowledge adaptive kernel base strategy develop far complex value signal furthermore although real reproducing kernel use increase number machine learn problem complex kernel yet use spite potential interest application deal complex signal communication typical example paper present general framework attack problem adaptive filtering complex signal use either real reproducing kernel take advantage technique call textit complexification real rkhss complex reproducing kernel highlight use complex gaussian kernel order derive gradient operator need define associate complex rkhss employ powerful tool wirtinger calculus recently attract attention signal processing community end paper notion wirtinger calculus extend first time include complex rkhss use derive several realization complex kernel least mean square cklms algorithm experiment verify cklms offer significant performance improvement several linear nonlinear algorithm deal nonlinearities', 'last decade kernel method nonlinear process successfully use machine learn community however far emphasis batch technique recently online adaptive technique consider context signal processing task best knowledge kernel base strategy develop far able deal complex value signal paper take advantage technique call complexification real rkhss attack problem order derive gradient subgradients operator need define associate complex rkhss employ powerful tool ofwirtinger calculus recently attract much attention signal processing community writinger calculus simplifies computation offer elegant tool treat complex signal end paper notion writinger calculus extend first time include complex rkhss use derive complex kernel least mean square cklms algorithm experiment verify cklms use derive nonlinear stable algorithm offer significant performance improvement traditional complex lm orwidely linear complex lm wl lm algorithms deal nonlinearities']",5196
50,25,50_boltzmann_boltzmann machine_rbms_rbm,"['boltzmann', 'boltzmann machine', 'rbms', 'rbm', 'restrict boltzmann', 'dbms', 'grbms', 'cd', 'restrict', 'rbms dbms']","['introduce novel training principle probabilistic model alternative maximum likelihood propose generative stochastic network gsn framework base learn transition operator markov chain whose stationary distribution estimate data distribution transition distribution markov chain conditional previous state generally involve small move conditional distribution few dominant mode unimodal limit small move thus easy learn easy approximate partition function like learn perform supervise function approximation gradient obtain backprop provide theorems generalize recent work probabilistic interpretation denoising autoencoders obtain along way interesting justification dependency network generalize pseudolikelihood along definition appropriate joint distribution sample mechanism even conditionals consistent gsns use miss input use sample subset variable give rest validate theoretical result experiment two image datasets use architecture mimic deep boltzmann machine gibbs sampler allow train proceed simple backprop without need layerwise pretraining', 'restrict boltzmann machine rbms generative model learn useful representation sample dataset unsupervised fashion widely employ unsupervised pre training method machine learn rbms modify model time series two main way temporal rbm stack number rbms laterally introduces temporal dependency hide layer unit conditional rbm hand considers past sample dataset conditional bias learn representation take account propose new train method trbm crbm enforces dynamic structure temporal datasets treat temporal model denoising autoencoders consider past frame dataset corrupt version present frame minimize reconstruction error present data model call approach temporal autoencoding lead significant improvement performance model fill frame task across number datasets error reduction motion capture data crbm trbm take posterior mean prediction instead single sample improve model estimate decrease error much crbm motion capture data also train model perform forecast large number datasets find ta pretraining consistently improve performance forecast furthermore look prediction error across time see improvement reflect good representation dynamic data oppose bias towards reconstruct observe data short time scale', 'work analyzes center binary restricted boltzmann machine rbms binary deep boltzmann machine dbms center do subtract offset value visible hidden variable show analytically center result different equivalent parameterization artificial neural network general ii expect performance center binary rbms dbms invariant simultaneous flip data offset offset value range zero one iii center reformulate different update rule normal binary rbms dbms iv use enhanced gradient equivalent set offset value average model data mean furthermore numerical simulation suggest optimal generative performance achieve subtract mean value visible well hidden variable ii center rbms dbms reach significantly high log likelihood value normal binary rbms dbms iii center variant whose offset depend model mean like enhanced gradient suffer severe divergence problem iv learn stabilize exponentially move average batch mean use offset value instead current batch mean also prevent enhanced gradient diverge v center rbms dbms reach high value normal rbms dbms small norm weight matrix vi center lead update direction closer natural gradient natural gradient extremly efficient train rbms vii center dispense need greedy layer wise pre training dbms viii furthermore show pre training often even worsen result independently whether center use ix center also beneficial auto encoders']",5196
51,25,51_inequality_concentration inequality_concentration_fast rate,"['inequality', 'concentration inequality', 'concentration', 'fast rate', 'oracle inequality', 'erm', 'aggregation', 'sharp oracle', 'generalization bound', 'deviation']","['generalization bound learn theory base measure complexity hypothesis class use independently algorithm contrast notion algorithmic stability use derive tight generalization bound tailor specific learn algorithms exploit particular property however much learn theory exist stability analysis bound apply scenario sample independently identically distribute many machine learn application however assumption hold observation receive learn algorithm often inherent temporal dependence paper study scenario observation draw stationary phi mix beta mix sequence widely adopt assumption study non process implies dependence observation weaken time prove novel distinct stability base generalization bound stationary phi mix beta mix sequence bound strictly generalize bound give case apply stable learn algorithms thereby extend use stability bound non scenario also illustrate application phi mix generalization bound general class learn algorithm include support vector regression kernel ridge regression support vector machine many kernel regularization base relative entropy base regularization algorithm novel bound thus view first theoretical basis use algorithm non scenario', 'consider random design regression model square loss propose method aggregate empirical minimizers erm appropriately choose random subset reduce erm extreme case establish sharp oracle inequality risk show varepsilon p growth empirical varepsilon entropy excess risk propose method attains rate n p p n p p n sample size furthermore p excess risk rate match behavior minimax risk function estimation regression problem well specify model yield conclusion rate statistical estimation well specify model minimax risk misspecified model minimax regret equivalent regime p word p problem statistical learning enjoy minimax rate problem statistical estimation contrary p show rate minimax regret general slow minimax risk oracle inequality also imply v log n v n rate vapnik chervonenkis type class dimension v without usual convexity assumption class show rate optimal finally slightly modify method derive bound excess risk sparse convex aggregation improve lounici math method statist provide optimal rate', 'empirical risk minimization erm fundamental learning rule statistical learning problem data generate accord unknown distribution mathsf p return hypothesis f choose fixed class mathcal f small loss ell parametric set depend upon ell mathcal f mathsf p erm slow sqrt n fast n rate convergence excess risk function sample size n exist several result give sufficient condition fast rate term joint property ell mathcal f mathsf p margin condition bernstein condition non statistical prediction expert advice set analogous slow fast rate phenomenon entirely characterize term mixability loss ell role mathcal f mathsf p notion stochastic mixability build bridge two model learn reduce classical mixability special case present paper present direct proof fast rate erm term stochastic mixability ell mathcal f mathsf p provide new insight fast rate phenomenon proof exploit old result kemperman solution general moment problem also show partial converse suggest characterization fast rate erm term stochastic mixability possible']",5196
52,24,52_intrusion_detection_intrusion detection_anomaly,"['intrusion', 'detection', 'intrusion detection', 'anomaly', 'anomaly detection', 'attack', 'traffic', 'file', 'detection rate', 'network traffic']","['paper novel system detect meaningful deviation mobile application network behavior propose main goal propose system protect mobile device user cellular infrastructure company malicious application new system capable identify malicious attack masquerade application instal mobile device identify republish popular application inject malicious code detection perform base application network traffic pattern application two type model learn first model local represent personal traffic pattern user use application learn device second model collaborative represent traffic pattern numerous user use application learn system server machine learn method use learn detection purpose paper focus method utilized local e mobile device learn detection deviation normal application behavior method implement evaluated android device evaluation experiment demonstrate various application specific network traffic pattern certain application category distinguishable network pattern different level deviation normal behavior detect accurately local learn feasible low performance overhead mobile device', 'malicious software abundant world innumerable computer user constantly face threat various source like internet local network portable drive malware potentially low high risk cause system function incorrectly steal data even crash malware may executable system library file form virus worm trojan aim breach security system compromise user privacy typically anti virus software base signature definition system keep updating internet thus keep track know virus may sufficient home user security risk new virus could threaten entire enterprise network paper propose new sophisticated antivirus engine scan file also build knowledge detect file potential virus do extract system api call make various normal harmful executable use machine learn algorithms classify hence rank file scale security risk system processor heavy effective use centrally protect enterprise network maybe prone threat', 'mobile ad hoc network manet become excite important technology recent year rapid proliferation wireless device manet highly vulnerable attack due open medium dynamically change network topology lack centralize monitoring point important search new architecture mechanism protect wireless network mobile compute application id analyze network activity mean audit data use pattern well know attack normal profile detect potential attack two method analyze misuse detection anomaly detection misuse detection effective unknown attack therefore anomaly detection method use approach audit data collect mobile node simulate attack compare normal behavior system deviation normal behavior event consider attack feature collect audit data may redundant contribute little detection process essential select important feature increase detection rate paper focus implement two feature selection method namely markov blanket discovery genetic algorithm genetic algorithm bayesian network construct collected feature fitness function calculate base fitness value feature select markov blanket discovery also use bayesian network feature select depend minimum description length evaluation phase performances approach compare base detection rate false alarm rate']",5196
53,24,53_diffusion_agent_adaptive network_mean square,"['diffusion', 'agent', 'adaptive network', 'mean square', 'asynchronous', 'distribute', 'topology', 'diffusion strategy', 'sensor', 'link failure']","['part cite zhao tspasync introduce fairly general model asynchronous event adaptive network include random topology random link failure random data arrival time agent turn randomly perform stability analysis establish notable fact network still able converge mean square error sense desire solution stable behavior guarantee becomes important evaluate fast iterates converge close get optimal solution demand task due various asynchronous event due fact agent influence part ii carry detail analysis mean square error performance asynchronous strategy solve distributed optimization adaptation problem network derive analytical expression mean square convergence rate steady state mean square deviation expression reveal various parameter asynchronous behavior influence network performance process establish interesting conclusion even influence asynchronous event agent adaptive network still reach nu gamma near agreement gamma approach desired solution within nu accuracy nu proportional small step size parameter adaptation', 'work support part ii iii provide rather detailed analysis stability performance asynchronous strategy solve distributed optimization adaptation problem network examine asynchronous network subject fairly general source uncertainty change topology random link failure random data arrival time agent turn randomly model agent network may stop update solution may stop send receive information random manner without coordination agent establish part condition first second order moment relevant parameter distribution ensure mean square stable behavior derive part ii expression reveal various parameter asynchronous behavior influence network performance compare part iii performance asynchronous network performance centralize solution synchronous network one notable conclusion mean square error performance asynchronous network show degradation order nu nu small step size parameter convergence rate remain largely unaltered result provide solid justification remarkable resilience cooperative network face random failure multiple level agent link data arrival topology', 'part ii carry detailed mean square error analysis performance asynchronous adaptation learn network fairly general model asynchronous event include random topology random link failure random data arrival time agent turn randomly part iii compare performance synchronous asynchronous network also compare performance decentralize adaptation centralize stochastic gradient batch solution two interesting conclusion stand first result establish performance adaptive network largely immune effect asynchronous event mean mean square convergence rate asymptotic bias value degrade relative synchronous centralize implementation steady state mean square deviation suffers degradation order nu represent small step size parameter use adaptation second result show adaptive distribute network match performance centralize solution conclusion highlight another critical benefit cooperation network agent cooperation enhance performance comparison stand alone single agent processing also endow network remarkable resilience various form random failure event able deliver performance powerful batch solution']",5196
54,23,54_tweet_social medium_event_medium,"['tweet', 'social medium', 'event', 'medium', 'social', 'twitter', 'influence', 'message', 'user', 'diffusion']","['social medium channel twitter emerge popular platform crowd respond public event speech sport debate promise tremendous opportunity understand make sense reception event social medium promise come entwine significant technical challenge particular give event associate large scale collection tweet need approach effectively align tweet part event refer turn raise question segment event small yet meaningful part figure whether tweet general one entire event specific one aim particular segment event work present et lda effective method align event tweet joint statistical model topical influence event associated tweet model enable automatic segmentation event characterization tweet two category episodic tweet respond specifically content segment event steady tweet respond generally event present efficient inference method model comprehensive evaluation effectiveness exist method particular user study demonstrate user find topics segment alignment episodic tweet discover et lda high quality interest compare state art improvement range', 'problem cluster content social medium pervasive application include identification discussion topic event detection content recommendation describe stream framework online detection cluster meme social medium specifically twitter pre clustering procedure namely protomeme detection first isolate atomic token information carry tweet protomemes thereafter aggregate base multiple similarity measure obtain meme cohesive group tweet reflect actual concept topic discussion cluster algorithm take account various dimension data metadata include natural language social network pattern information diffusion result system build cluster semantically structurally topically related tweet cluster process base variant online k mean incorporate memory mechanism use forget old meme replace time new one evaluation framework carry use dataset twitter trend topic one week period systematically determine whether algorithm able recover trend hashtags show propose method outperform baseline algorithm use content feature well state art event detection method assume full knowledge underlie follower network finally show online learn framework flexible due independence adopt cluster algorithm best suit work stream scenario', 'anonymous message platform secret whisper emerge important social medium share one thought without fear judge friend family public anonymous platform crucial nation authoritarian government right free expression sometimes personal safety author message depend anonymity whether fear judgment personal endangerment crucial keep anonymous identity user initially post sensitive message paper consider adversary observes snapshot spread message certain time recent advance rumor source detection show exist message protocol vulnerable adversary introduce novel message protocol call adaptive diffusion show spread message fast achieves perfect obfuscation source underlie contact network infinite regular tree user message nearly equally likely origin message experiment sample facebook network show effectively hide location source even graph finite irregular cycle consider strong adversarial model subset collude user track reception message show adaptive diffusion provide strong protection anonymity source even scenario']",5196
55,23,55_mcmc_dpvi_variational_metropolis,"['mcmc', 'dpvi', 'variational', 'metropolis', 'hmc', 'posterior', 'monte', 'monte carlo', 'carlo', 'variational inference']","['propose new class learning algorithms combine variational approximation markov chain monte carlo mcmc simulation naive algorithm use variational approximation proposal distribution perform poorly approximation tend underestimate true variance feature data solve problem introducing sophisticated mcmc algorithm one algorithms mixture two mcmc kernel random walk metropolis kernel blockmetropolis hastings mh kernel variational approximation proposaldistribution mh kernel allow one locate region high probability efficiently metropolis kernel allow u explore vicinity region algorithm outperforms variationalapproximations yield slightly well estimate mean considerably well estimate high moment covariance also outperform standard mcmc algorithm locate theregions high probability quickly thus speed convergence demonstrate algorithm problem bayesian parameter estimation logistic sigmoid belief network', 'approximate inference high dimensional discrete probabilistic model central problem computational statistic machine learn paper describe discrete particle variational inference dpvi new approach combine key strength monte carlo variational search base technique dpvi base novel family particle base variational approximation fit use simple fast deterministic search technique like monte carlo dpvi handle multiple mode yield exact result well defined limit like unstructured mean field dpvi base optimize low bound partition function quantity intrinsic interest facilitates convergence assessment debug like monte carlo combinatorial search dpvi take advantage factorization sequential structure custom search operator paper define dpvi particle base approximation family partition function low bound along sequential dpvi local dpvi algorithm templates optimize dpvi illustrate evaluated via experiment lattice markov random field nonparametric bayesian mixture block model parametric well non parametric hidden markov model result include application real world spike sort relational modeling problem show dpvi offer appeal time accuracy trade offs compare multiple alternative', 'hamiltonian monte carlo hmc markov chain monte carlo mcmc algorithm avoids random walk behavior sensitivity correlate parameter plague many mcmc method take series step inform first order gradient information feature allow converge high dimensional target distribution much quickly simpler method random walk metropolis gibbs sample however hmc performance highly sensitive two user specify parameter step size epsilon desire number step l particular l small algorithm exhibit undesirable random walk behavior l large algorithm waste computation introduce u turn sampler nut extension hmc eliminates need set number step l nuts us recursive algorithm build set likely candidate point span wide swath target distribution stop automatically start double back retrace step empirically nut perform least efficiently sometimes efficiently well tuned standard hmc method without require user intervention costly tune run also derive method adapt step size parameter epsilon fly base primal dual averaging nut thus use hand tune nut also suitable application bug style automatic inference engine require efficient turnkey sample algorithm']",5196
56,22,56_worker_crowdsourcing_crowd_map rule,"['worker', 'crowdsourcing', 'crowd', 'map rule', 'ordinal measurement', 'error rate', 'ordinal', 'majority', 'requester', 'reliability']","['paper considers challenge evaluate set classifier do share task evaluation like kdd cup nist trec without expert label expert label provide traditional cornerstone evaluate statistical learner limit expensive access expert represent practical bottleneck instead seek methodology estimate performance classifier scalable expert labeling yet preserve high correlation evaluation base expert label consider use label automatically generate classifier blind evaluation use label obtain via crowdsourcing crowdsourcing method laud scalability use data evaluation raise serious concern give prevalence label noise regard blind evaluation two broad strategy investigate combine score score combine method infer single pseudo gold label set aggregate classifier label classifier evaluate base single pseudo gold label set hand score combine method sample multiple label set classifier output evaluate classifier label set average classifier performance across label set additional crowd label also collect investigate two alternative avenue exploit direct evaluation classifier supervision combine score method assess generality technique classifier performance measure use four common classification metric statistical significance test finally measure score rank correlation estimate classifier performance v actual performance accord expert judgment rigorous evaluation classifier trec crowdsourcing track show reliable evaluation achieve without reliance expert label', 'crowdsourcing system numerous task electronically distribute numerous information piece worker emerge effective paradigm human power solve large scale problem domains image classification data entry optical character recognition recommendation proofread low pay worker unreliable nearly system must devise schemes increase confidence answer typically assign task multiple time combine answer appropriate manner e g majority vote paper consider general model crowdsourcing task pose problem minimizing total price e number task assignment must pay achieve target overall reliability give new algorithm decide task assign worker infer correct answer worker answer show algorithm inspired belief propagation low rank matrix approximation significantly outperform majority vote fact optimal comparison oracle know reliability every worker compare approach general class algorithm dynamically assign task adaptively decide question ask next arriving worker one might hope reduce uncertainty efficiently show perhaps surprisingly minimum price necessary achieve target reliability scale manner adaptive non adaptive scenario hence non adaptive approach order optimal scenario strongly rely fact worker fleet exploit therefore architecturally result suggest build reliable worker reputation system essential fully harness potential adaptive design', 'consider requester wish crowdsource series identical binary labeling task pool worker achieve assure accuracy task cost optimal way worker heterogeneous unknown fixed quality cost private problem select task optimal subset worker outcome obtain selected worker guarantee target accuracy level problem challenge one even non strategic set since accuracy aggregate label depends unknown quality develop novel multi arm bandit mab mechanism solve problem first propose framework assure accuracy bandit aab lead mab algorithm constrain confidence bound non strategic set ccb ns derive upper bound number time step algorithm chooses sub optimal set depend target accuracy level true quality challenge situation arise requester learn qualities worker also elicit true cost modify ccb ns algorithm obtain adaptive exploration separate algorithm call em constrain confidence bound strategic set ccb ccb algorithm produce ex post monotone allocation rule thus transform ex post incentive compatible ex post individually rational mechanism learn quality worker guarantee give target accuracy level cost optimal way provide low bound number time algorithm select sub optimal set see low bound match upper bound upto constant factor provide insight practical implementation framework illustrative example show efficacy algorithms simulation']",5196
57,21,57_subspace_ssc_subspace cluster_lrr,"['subspace', 'ssc', 'subspace cluster', 'lrr', 'number subspace', 'cluster ssc', 'sparse subspace', 'subspace segmentation', 'cluster', 'subspace dimension']","['paper develop method unsupervised cluster two way matrix data combine two recent innovation different field sparse subspace cluster ssc algorithm group point come union subspace respective subspace product introduce provide matrix like multiplication third order tensor algorithm analogous ssc affinity different data point build use sparse self representation data unlike ssc employ product self representation allow u flexibility model infact ssc special case method use product three way array treat matrix whose element scalars n tuples tubes convolution take place scalar multiplication framework allow u embed data vector space like structure call free module commutative ring free module retain many property complex inner product space leverage provide theoretical guarantee algorithm show compare vector space counterpart ssmc achieve high accuracy well able cluster data less preprocessing image cluster problem particular show performance propose method weizmann face database extend yale b face database mnist handwritten digit database', 'many real world problem deal collection high dimensional data image videos text web document dna microarray data often high dimensional data lie close low dimensional structure correspond several class category data belongs paper propose study algorithm call sparse subspace cluster ssc cluster data point lie union low dimensional subspace key idea among infinitely many possible representation data point term point sparse representation corresponds select point subspace motivate solve sparse optimization program whose solution use spectral cluster framework infer cluster data subspace since solve sparse optimization program general np hard consider convex relaxation show appropriate condition arrangement subspace distribution data propose minimization program succeed recover desired sparse representation propose algorithm solve efficiently handle data point near intersection subspace another key advantage propose algorithm respect state art deal data nuisance noise sparse outlying entry miss entry directly incorporate model data sparse optimization program demonstrate effectiveness propose algorithm experiment synthetic data well two real world problem motion segmentation face cluster', 'recently line research work propose employ spectral cluster sc segment group throughout paper use segmentation cluster group verb form interchangeably high dimensional structural data approximately lie subspace follow liu robust use term subspace denote linear subspace affine subspace trivial conversion linear subspace affine subspace mention therein low dimensional manifold learn affinity matrix form sparse reconstruction technique propose vein often considerably boost performance subspace setting traditional sc fail despite success fundamental problem leave unsolved spectrum property learn affinity matrix cannot gauge advance often one ugly symmetrization step post process affinity sc input hence advocate enforce symmetric positive semidefinite constraint explicitly learn low rank representation positive semidefinite constraint lrr psd show factually solve exquisite scheme efficiently instead general purpose sdp solver usually scale poorly provide rigorous mathematical derivation show canonical form lrr psd equivalent recently propose low rank representation lrr scheme liu robust hence offer theoretic practical insight lrr psd lrr invite future research per computational cost proposal comparable lrr less validate theoretic analysis optimization scheme experiment synthetic real data set']",5196
